"project","file_id","sample_barcode","patient_id","sample_type","gene_name","ensembl_id","unstranded","TPM","FPKM","FPKM_UQ","extraction_status"
"TCGA-LUSC","ca8f1add-4462-4cc3-9c26-f245bbac303b","TCGA-37-4129-01A-01R-1100-07","TCGA-37-4129","Primary Tumor","EPHB2","ENSG00000133216",3390,16.4957,5.2082,4.7581,"OK"
"TCGA-LUSC","4c994cf9-52d0-4c05-97c0-fd2d3ffb9100","TCGA-43-3394-11A-01R-1758-07","TCGA-43-3394","Solid Tissue Normal","JAK3","ENSG00000105639",1228,3.8634,1.2146,1.4388,"OK"
"TCGA-LUSC","4c994cf9-52d0-4c05-97c0-fd2d3ffb9100","TCGA-43-3394-11A-01R-1758-07","TCGA-43-3394","Solid Tissue Normal","EPHB2","ENSG00000133216",1386,2.3736,0.7462,0.884,"OK"
"TCGA-LUSC","1f149435-3964-491d-b192-ac277408384a","TCGA-66-2769-01A-02R-0851-07","TCGA-66-2769","Primary Tumor","JAK3","ENSG00000105639",2426,19.2855,6.4176,6.8295,"OK"
"TCGA-LUSC","1f149435-3964-491d-b192-ac277408384a","TCGA-66-2769-01A-02R-0851-07","TCGA-66-2769","Primary Tumor","EPHB2","ENSG00000133216",1894,8.1958,2.7273,2.9023,"OK"
"TCGA-LUSC","d30a480e-39a4-42e6-922b-c5cda6826687","TCGA-66-2770-01A-01R-0851-07","TCGA-66-2770","Primary Tumor","JAK3","ENSG00000105639",1947,14.5247,4.6685,4.6961,"OK"
"TCGA-LUSC","d30a480e-39a4-42e6-922b-c5cda6826687","TCGA-66-2770-01A-01R-0851-07","TCGA-66-2770","Primary Tumor","EPHB2","ENSG00000133216",789,3.204,1.0298,1.0359,"OK"
"TCGA-LUSC","e440451a-d436-4933-885b-3951e0767b42","TCGA-21-1079-01A-01R-0692-07","TCGA-21-1079","Primary Tumor","JAK3","ENSG00000105639",541,5.7052,1.5534,1.7046,"OK"
"TCGA-LUSC","e440451a-d436-4933-885b-3951e0767b42","TCGA-21-1079-01A-01R-0692-07","TCGA-21-1079","Primary Tumor","EPHB2","ENSG00000133216",1140,6.5441,1.7818,1.9553,"OK"
"TCGA-LUSC","44959554-954a-43aa-aa22-1b2db64a790f","TCGA-52-7809-01A-21R-2125-07","TCGA-52-7809","Primary Tumor","JAK3","ENSG00000105639",3205,31.9124,8.8874,8.0948,"OK"
"TCGA-LUSC","44959554-954a-43aa-aa22-1b2db64a790f","TCGA-52-7809-01A-21R-2125-07","TCGA-52-7809","Primary Tumor","EPHB2","ENSG00000133216",7162,38.8185,10.8106,9.8465,"OK"
"TCGA-LUSC","ab355a1f-46ca-43c6-a125-9a9bd55fea4f","TCGA-66-2777-01A-01R-1201-07","TCGA-66-2777","Primary Tumor","JAK3","ENSG00000105639",750,8.045,2.3446,2.3362,"OK"
"TCGA-LUSC","ab355a1f-46ca-43c6-a125-9a9bd55fea4f","TCGA-66-2777-01A-01R-1201-07","TCGA-66-2777","Primary Tumor","EPHB2","ENSG00000133216",1804,10.5336,3.0698,3.0589,"OK"
"TCGA-LUSC","f60cd94a-dd5f-4cbb-86e9-c5c97713fd04","TCGA-56-7580-01A-11R-2045-07","TCGA-56-7580","Primary Tumor","JAK3","ENSG00000105639",2551,19.5412,6.8568,7.119,"OK"
"TCGA-LUSC","f60cd94a-dd5f-4cbb-86e9-c5c97713fd04","TCGA-56-7580-01A-11R-2045-07","TCGA-56-7580","Primary Tumor","EPHB2","ENSG00000133216",3238,13.5018,4.7376,4.9188,"OK"
"TCGA-LUSC","b4308fc4-3c4c-4eda-8e28-3aacf9f04bc0","TCGA-63-A5MB-01A-11R-A26W-07","TCGA-63-A5MB","Primary Tumor","JAK3","ENSG00000105639",914,8.5042,2.5842,2.6639,"OK"
"TCGA-LUSC","b4308fc4-3c4c-4eda-8e28-3aacf9f04bc0","TCGA-63-A5MB-01A-11R-A26W-07","TCGA-63-A5MB","Primary Tumor","EPHB2","ENSG00000133216",715,3.6213,1.1004,1.1344,"OK"
