"patient_id","Tumor_TPM","Normal_TPM","Gene","Tumor_log2TPM1","Normal_log2TPM1","Difference"
"TCGA-33-4587",18.415,1.6252,"EPHB2",4.27909980213375,1.39242733821372,2.88667246392003
"TCGA-33-6737",1.663,2.5882,"EPHB2",1.41305242854853,1.84326030579973,-0.430207877251205
"TCGA-34-7107",5.5663,4.1827,"EPHB2",2.71508066502285,2.37370388590116,0.34137677912168
"TCGA-34-8454",5.8764,3.7835,"EPHB2",2.78165346878801,2.25806659831133,0.52358687047668
"TCGA-39-5040",2.4619,0.5477,"EPHB2",1.79156405180226,0.63012585232438,1.16143819947788
"TCGA-43-3394",3.693,2.3736,"EPHB2",2.23051046036618,1.75428892672968,0.476221533636492
"TCGA-43-5670",38.6103,2.496,"EPHB2",5.30780372283712,1.80570518483851,3.50209853799861
"TCGA-43-6143",45.6144,3.6301,"EPHB2",5.54270379224349,2.21104335286912,3.33166043937437
"TCGA-43-6647",16.3134,1.7317,"EPHB2",4.1138171634088,1.44979905307263,2.66401811033617
"TCGA-43-6771",21.6808,1.1316,"EPHB2",4.50339962298398,1.09193673821058,3.4114628847734
"TCGA-43-6773",5.8892,7.6928,"EPHB2",2.78433646144298,3.11982095212187,-0.335484490678898
"TCGA-43-7657",9.0651,3.7603,"EPHB2",3.33128960085624,2.25105249682606,1.08023710403018
"TCGA-43-7658",27.7328,1.5063,"EPHB2",4.84462668466981,1.32555911322641,3.51906757144339
"TCGA-51-4079",3.4121,1.9022,"EPHB2",2.14146548990236,1.53714694361757,0.604318546284788
"TCGA-51-4080",2.608,3.4419,"EPHB2",1.85119933859329,2.15117691401771,-0.299977575424414
"TCGA-51-4081",9.8072,2.2698,"EPHB2",3.43392088351355,1.70920239479603,1.72471848871752
"TCGA-56-7222",30.933,0.8948,"EPHB2",4.99697619060187,0.922045577031944,4.07493061356993
"TCGA-56-7579",1.7413,1.5591,"EPHB2",1.45486022120591,1.35563652357326,0.0992236976326593
"TCGA-56-7580",13.5018,5.7666,"EPHB2",3.85816007718985,2.75843110776239,1.09972896942746
"TCGA-56-7582",2.8338,2.4732,"EPHB2",1.93877507708581,1.79626548895221,0.142509588133609
"TCGA-56-7730",6.3056,1.5512,"EPHB2",2.86900276467525,1.35117600270281,1.51782676197244
"TCGA-56-7731",12.444,1.6163,"EPHB2",3.74889054264591,1.3875279780291,2.36136256461681
"TCGA-56-7823",1.1353,1.8783,"EPHB2",1.09443877621908,1.52521696940832,-0.430778193189243
"TCGA-56-8082",2.1898,2.2994,"EPHB2",1.67346597005483,1.72220369243275,-0.0487377223779224
"TCGA-56-8083",29.962,1.3676,"EPHB2",4.95242676071363,1.24342536189527,3.70900139881836
"TCGA-56-8201",7.1803,1.7914,"EPHB2",3.03215375277288,1.48098887347869,1.55116487929418
"TCGA-56-8309",24.904,2.1813,"EPHB2",4.69510298564048,1.66961642598132,3.02548655965916
"TCGA-56-8623",2.2962,2.2298,"EPHB2",1.72080378204004,1.69144483119114,0.0293589508488998
"TCGA-58-8386",4.7695,2.4205,"EPHB2",2.52844629655248,1.77420723002214,0.754239066530339
"TCGA-60-2709",8.6888,1.1172,"EPHB2",3.27631799265222,1.08215755908543,2.19416043356679
"TCGA-77-7138",11.194,1.6943,"EPHB2",3.60809954599438,1.42991049831899,2.17818904767539
"TCGA-77-7142",4.4161,1.8128,"EPHB2",2.43725437631546,1.49200697559395,0.945247400721507
"TCGA-77-7335",4.3067,1.5717,"EPHB2",2.40781499217409,1.36272235582458,1.04509263634951
"TCGA-77-7337",32.4707,1.3932,"EPHB2",5.06482681848331,1.25894096810551,3.8058858503778
"TCGA-77-7338",5.3285,1.2864,"EPHB2",2.66186358827842,1.19307782154637,1.46878576673205
"TCGA-77-8007",39.0404,4.5162,"EPHB2",5.32338448152715,2.46367476536846,2.85970971615869
"TCGA-77-8008",6.2624,6.6552,"EPHB2",2.86044639338844,2.93644007011421,-0.0759936767257705
"TCGA-85-7710",27.1724,3.3293,"EPHB2",4.8162105666801,2.11413377595247,2.70207679072763
"TCGA-90-6837",2.3457,3.8847,"EPHB2",1.74230808855735,2.28826995998225,-0.545961871424898
"TCGA-90-7767",25.3434,2.234,"EPHB2",4.71936965333615,1.69331967881157,3.02604997452458
"TCGA-92-7340",5.2367,2.0671,"EPHB2",2.6407828635476,1.61687520512863,1.02390765841898
