"patient_id","Tumor_TPM","Normal_TPM","Gene","Tumor_log2TPM1","Normal_log2TPM1","Difference"
"TCGA-BH-A0BM",1.0878,0.6668,"EPHB2",1.06198351610896,0.737081005153099,0.324902510955858
"TCGA-BH-A0BQ",2.8622,1.9928,"EPHB2",1.94942287468142,1.58149587100138,0.367927003680041
"TCGA-BH-A0BS",0.8644,0.5824,"EPHB2",0.898711417989495,0.662114331209661,0.236597086779833
"TCGA-BH-A0BT",2.0124,0.7901,"EPHB2",1.59091335025591,0.840040182726607,0.750873167529301
"TCGA-BH-A0BV",4.9807,1.4267,"EPHB2",2.58031435188595,1.27899576680628,1.30131858507967
"TCGA-BH-A0BW",12.9508,3.8341,"EPHB2",3.80227594976906,2.2732473175412,1.52902863222786
"TCGA-BH-A0BZ",6.0867,1.4971,"EPHB2",2.82511397697901,1.32025359724342,1.50486037973558
"TCGA-BH-A0C0",4.1503,0.7832,"EPHB2",2.36465647033599,0.834468521710303,1.53018794862569
"TCGA-BH-A0C3",4.0081,0.7245,"EPHB2",2.32426336979124,0.786178128798766,1.53808524099248
"TCGA-BH-A0DD",5.5822,3.3115,"EPHB2",2.71856986338486,2.10818988000466,0.610379983380191
"TCGA-BH-A0DG",3.3874,1.451,"EPHB2",2.13336624310422,1.29337048420475,0.839995758899463
"TCGA-BH-A0DH",2.5323,1.195,"EPHB2",1.82060787699896,1.13422093976063,0.686386937238323
"TCGA-BH-A0DK",3.3328,1.1255,"EPHB2",2.11529964402555,1.08780225897709,1.02749738504846
"TCGA-BH-A0DL",25.2782,2.0986,"EPHB2",4.71579455243456,1.63161652863745,3.08417802379711
"TCGA-BH-A0DO",1.3483,0.9789,"EPHB2",1.23161672738537,0.98469871033933,0.246918017046035
"TCGA-BH-A0DP",3.5929,1.2406,"EPHB2",2.1994053724823,1.16388511670894,1.03552025577335
"TCGA-BH-A0DQ",3.1639,2.5546,"EPHB2",2.05793542136633,1.82968722215566,0.228248199210666
"TCGA-BH-A0DT",2.1937,1.0277,"EPHB2",1.67522879964973,1.01984422012829,0.655384579521434
"TCGA-BH-A0DV",6.265,0.7691,"EPHB2",2.86096279785812,0.823015599993622,2.03794719786449
"TCGA-BH-A0DZ",3.0002,2.069,"EPHB2",2.00007213294874,1.6177686458044,0.382303487144338
"TCGA-BH-A0E0",2.7749,1.3959,"EPHB2",1.91643842684435,1.26056769422236,0.655870732621989
"TCGA-BH-A0E1",1.2181,0.4296,"EPHB2",1.14932440889545,0.515611539492041,0.633712869403408
"TCGA-BH-A0H5",2.7797,0.9273,"EPHB2",1.91827173029605,0.946581156389953,0.971690573906099
"TCGA-BH-A0H7",6.5742,1.8757,"EPHB2",2.92109351670671,1.52391317818079,1.39718033852591
"TCGA-BH-A0H9",2.3156,1.7781,"EPHB2",1.7292699679842,1.47409853125145,0.255171436732745
"TCGA-BH-A0HA",3.6536,0.9293,"EPHB2",2.2183472092785,0.948077495310474,1.27026971396802
"TCGA-BH-A0HK",2.2474,1.8751,"EPHB2",1.6992851001996,1.5236121358814,0.1756729643182
"TCGA-BH-A18J",4.0307,0.6824,"EPHB2",2.33075915873154,0.75052075518233,1.58023840354921
"TCGA-BH-A18K",2.8695,1.77,"EPHB2",1.95214715961952,1.46988597627446,0.482261183345058
"TCGA-BH-A18L",2.0787,3.096,"EPHB2",1.62232129265106,2.03421571533791,-0.411894422686855
"TCGA-BH-A18M",5.4796,3.7498,"EPHB2",2.69590475511173,2.24786676711035,0.448037988001377
"TCGA-BH-A18N",1.3833,1.5157,"EPHB2",1.25296056347575,1.33095988949952,-0.0779993260237717
"TCGA-BH-A18P",2.8586,1.1407,"EPHB2",1.94807749531047,1.09808262905459,0.849994866255887
"TCGA-BH-A18Q",2.2927,1.0618,"EPHB2",1.71927107305431,1.04390439429562,0.675366678758685
"TCGA-BH-A18R",2.6741,1.413,"EPHB2",1.87739089360787,1.27082791555366,0.60656297805421
"TCGA-BH-A18S",1.1383,2.612,"EPHB2",1.09646427501803,1.85279789281877,-0.75633361780074
"TCGA-BH-A18U",3.6983,1.182,"EPHB2",2.2321388365289,1.12565110166152,1.10648773486738
"TCGA-BH-A18V",4.4689,1.1766,"EPHB2",2.45125068235363,1.12207630369574,1.32917437865789
"TCGA-BH-A1EN",1.8117,2.1844,"EPHB2",1.49144267136595,1.67102156759349,-0.17957889622754
"TCGA-BH-A1EO",12.2745,3.7452,"EPHB2",3.73058561609717,2.24646889502878,1.48411672106839
